HA_USAGE,topicDistribution_0,topicDistribution_1,topicDistribution_2,topicDistribution_3,topicDistribution_4
842,1.7414654700020403E-4,1.834415580992691E-4,1.819292328846378E-4,1.7722202098236858E-4,1.754470473681251E-4
1580,9.2839297705241E-5,0.9996221685442501,9.698808667336376E-5,0.9996188257143366,9.353636674847739E-5
451,0.9986605451453702,3.422334501028592E-4,3.395611611846945E-4,3.305381133756668E-4,0.9986629158707463
114,0.0012789650354460575,0.001347291012038956,0.9947835976331856,0.9947487353460801,0.0012886568143213766
519,2.8237193635105915E-4,2.97442972878166E-4,2.9497826658341983E-4,2.8729272512104727E-4,2.8448005675170526E-4
817,1.795177684526806E-4,1.890497179798911E-4,0.9992680644732711,1.825984449229996E-4,0.9992613545244315
14,0.009952723319884584,0.010484933695953713,0.010397961338800138,0.010126780820002197,0.9590368218416672
1956,7.500969310666643E-5,7.90059080514646E-5,7.835125366633559E-5,7.630988317825918E-5,0.9996913288858583
1356,1.0816715949049141E-4,1.1394509021422939E-4,0.9995588275147543,0.9995558773349672,1.089793117180423E-4
622,2.356585913456336E-4,2.4831793202171834E-4,2.461897869834956E-4,2.397754417399812E-4,2.3746102806126212E-4
1000,1.4664598493545464E-4,1.5447935878034935E-4,1.531993075850459E-4,0.9993979204308064,0.9993964098895858
5,0.025544950272172764,0.026916886632879784,0.02669174776054649,0.02599256517802318,0.02573733651254256
15,0.00932060604639657,0.009819617851060272,0.9619821054997051,0.0094836039097282,0.00939068075212937
13,0.9559766519329708,0.9565476162768155,0.9564538227069727,0.010863541080314069,0.010757073164834999
585,2.5054452990626004E-4,2.639279611050737E-4,2.617409758472239E-4,2.549214486281781E-4,2.5242570655271E-4
97,0.0015014042710820032,0.0015816148546263687,0.0015687099519026328,0.001527636613775033,0.001512678755224853
187,0.9967770428117179,8.23429137427056E-4,8.166056065288992E-4,7.953282748499439E-4,0.9967827314535908
952,0.9993648894616528,1.6226215101653425E-4,1.6096463157592728E-4,0.9993675352600981,1.5526265337543544E-4
190,7.693781654175312E-4,8.105261728983166E-4,8.038011814325528E-4,7.832961216996345E-4,7.751551518756696E-4
875,1.6757758049260255E-4,1.7664204455976714E-4,0.9993165463117383,1.7050507786620239E-4,1.6883581942202353E-4
1172,0.9994840233855885,0.9994907197392198,1.3073041416262362E-4,1.2732433184459656E-4,0.9994849754826668
1270,1.1549463379831929E-4,1.2165653595840079E-4,1.2064846335005625E-4,1.1750506590539774E-4,1.1635468501060659E-4
1371,1.0698435498327612E-4,0.9995645787130651,1.1176525593153807E-4,1.088533082753725E-4,1.0778762546141431E-4
115,0.001267915052918744,0.0013356505050637697,0.001324988327724984,0.001290121505735048,0.9947812256652143
1739,0.9996521741356296,0.9996566908130702,0.9996559494853912,8.583823290186878E-5,8.504382421495782E-5
80,0.0018175075521363595,0.9926031259414743,0.992587400844859,0.9925378771851667,0.0018311566902867583
706,2.0764945533444454E-4,2.1874151364610267E-4,2.1697744468196698E-4,0.9991474528236874,2.0920857286044588E-4
1369,1.071405656728319E-4,1.1286365454133412E-4,0.9995630343546387,1.0901224573263105E-4,1.0795780276248472E-4
88,0.0016537570028036562,0.001742014544066403,0.001727576595545386,0.001682560305731136,0.0016660852615150337
4,0.030929147422872616,0.032587780289569664,0.032330282265060364,0.8730032982208183,0.03116249054094677
423,3.4632895189108757E-4,3.6488714183464645E-4,0.99858750434784,3.523792267441175E-4,0.9985746354049848
783,0.9992279277999264,1.972923652899138E-4,1.9561650263422948E-4,1.9051982782228956E-4,1.886546280879435E-4
