Coefficients,Accuracy,FPR,TPR,F-measure,Precision,Recall
255 x 1 CSCMatrix,0.013468013468013467,0.013468013468013467,0.013468013468013467,3.5795384632593934E-4,1.8138738677459215E-4,0.013468013468013467
