Loss_Per_Iteratioon
5.495411755289784
5.492018386113883
5.486449813876456
5.486203202224093
5.485999753713012
5.48597884665226
5.485976375012545
5.485975835888039
5.485975758256377
5.485975748870149
5.485975743270072
