Intercept,Dispersion,Null_Deviance,Residual_Degree_Of_Freedom Null,Deviance,Residual_Degree_Of_Freedom,AIC
35.47358128621493,2540.5429289041144,1837370.6734006735,296,749460.1640267137,295,3175.3622516783853
