HA_USAGE,HA_USAGE_SCALED,prediction
588,0.300613496932515,587.9999999999983
593,0.303169734151329,592.9999999999985
598,0.305725971370143,597.9999999999987
617,0.315439672801636,616.9999999999991
622,0.31799591002045,621.9999999999993
622,0.31799591002045,621.9999999999993
648,0.331288343558282,647.9999999999987
654,0.334355828220859,653.9999999999994
670,0.342535787321063,669.9999999999984
670,0.342535787321063,669.9999999999984
671,0.343047034764826,670.9999999999989
675,0.345092024539877,674.9999999999986
676,0.34560327198364,675.9999999999991
692,0.353783231083845,692.0000000000001
692,0.353783231083845,692.0000000000001
697,0.356339468302658,696.9999999999983
706,0.360940695296523,705.9999999999983
707,0.361451942740286,706.9999999999987
712,0.3640081799591,711.999999999999
712,0.3640081799591,711.999999999999
731,0.373721881390593,730.9999999999993
734,0.375255623721881,733.9999999999986
740,0.378323108384458,739.9999999999992
741,0.378834355828221,740.9999999999997
748,0.38241308793456,747.9999999999989
750,0.383435582822086,749.9999999999997
775,0.396216768916155,774.9999999999986
776,0.396728016359918,775.9999999999991
781,0.399284253578732,780.9999999999993
783,0.400306748466258,783.0000000000002
788,0.402862985685072,788.0000000000005
793,0.405419222903886,793.0000000000006
799,0.408486707566462,798.9999999999992
800,0.408997955010225,799.9999999999998
806,0.412065439672802,806.0000000000003
814,0.416155419222904,813.9999999999999
817,0.417689161554192,816.9999999999992
839,0.428936605316973,838.9999999999989
841,0.429959100204499,840.9999999999998
842,0.430470347648262,842.0000000000001
854,0.436605316973415,853.9999999999994
869,0.444274028629857,869.0000000000001
870,0.44478527607362,870.0000000000006
875,0.447341513292434,875.0000000000007
878,0.448875255623722,878.0
882,0.450920245398773,881.9999999999999
884,0.451942740286299,884.0000000000007
887,0.453476482617587,887.0
919,0.469836400817996,919.0000000000001
933,0.476993865030675,933.0000000000002
934,0.477505112474438,934.0000000000007
952,0.486707566462168,952.0000000000007
953,0.487218813905931,953.0000000000011
967,0.494376278118609,966.9999999999993
971,0.496421267893661,971.0000000000009
992,0.507157464212679,992.0000000000003
997,0.509713701431493,997.0000000000005
1000,0.511247443762781,999.9999999999998
1024,0.523517382413088,1024.0000000000005
1026,0.524539877300613,1025.9999999999993
1034,0.528629856850716,1034.0000000000007
1035,0.529141104294479,1035.0000000000014
1040,0.531697341513292,1039.9999999999993
1045,0.534253578732106,1044.9999999999995
1048,0.535787321063395,1048.000000000001
1061,0.542433537832311,1061.0000000000007
1071,0.547546012269939,1071.0000000000011
1071,0.547546012269939,1071.0000000000011
1075,0.54959100204499,1075.000000000001
1080,0.552147239263804,1080.0000000000011
1085,0.554703476482618,1085.0000000000011
1092,0.558282208588957,1092.0000000000005
1110,0.567484662576687,1110.0000000000002
1121,0.573108384458078,1121.0000000000011
1121,0.573108384458078,1121.0000000000011
1131,0.578220858895705,1130.9999999999995
1134,0.579754601226994,1134.0000000000007
1137,0.581288343558282,1137.0
1144,0.584867075664622,1144.0000000000014
1149,0.587423312883436,1149.0000000000014
1153,0.589468302658487,1153.0000000000014
1155,0.590490797546012,1155.0
1172,0.59918200408998,1172.0000000000016
1219,0.62321063394683,1219.0000000000002
1235,0.631390593047035,1235.0000000000014
1243,0.635480572597137,1243.000000000001
1265,0.646728016359918,1265.0000000000005
1266,0.647239263803681,1266.0000000000011
1266,0.647239263803681,1266.0000000000011
1270,0.649284253578732,1270.0000000000007
1278,0.653374233128834,1278.0000000000002
1292,0.660531697341513,1292.0000000000005
1299,0.664110429447853,1299.0000000000016
1310,0.669734151329243,1310.0000000000002
1326,0.677914110429448,1326.0000000000016
1326,0.677914110429448,1326.0000000000016
1333,0.681492842535787,1333.0000000000005
1356,0.693251533742331,1356.0000000000005
1369,0.699897750511247,1369.0000000000005
1371,0.700920245398773,1371.0000000000011
1374,0.702453987730061,1374.0000000000005
1397,0.714212678936605,1397.0000000000007
1419,0.725460122699387,1419.0000000000023
1458,0.745398773006135,1458.0000000000016
1470,0.751533742331288,1470.000000000001
1473,0.753067484662577,1473.0000000000023
1482,0.757668711656442,1482.000000000002
1494,0.763803680981595,1494.0000000000014
1495,0.764314928425358,1495.0000000000018
1498,0.765848670756646,1498.0000000000011
1503,0.76840490797546,1503.0000000000014
1504,0.768916155419223,1504.0000000000018
1504,0.768916155419223,1504.0000000000018
1506,0.769938650306748,1506.0000000000007
1506,0.769938650306748,1506.0000000000007
1517,0.775562372188139,1517.0000000000014
1520,0.777096114519427,1520.000000000001
1538,0.786298568507158,1538.0000000000027
1568,0.801635991820041,1568.000000000002
1580,0.807770961145194,1580.0000000000014
1602,0.819018404907975,1602.000000000001
1606,0.821063394683027,1606.0000000000027
1611,0.82361963190184,1611.000000000001
1612,0.824130879345603,1612.0000000000016
1620,0.828220858895705,1620.000000000001
1650,0.843558282208589,1650.000000000002
1664,0.850715746421268,1664.0000000000023
1664,0.850715746421268,1664.0000000000023
1672,0.85480572597137,1672.0000000000018
1703,0.870654396728016,1703.0000000000016
1715,0.87678936605317,1715.000000000003
1739,0.889059304703476,1739.0000000000016
1743,0.891104294478528,1743.0000000000032
1758,0.898773006134969,1758.0000000000018
1770,0.904907975460123,1770.000000000003
1772,0.905930470347648,1772.0000000000018
1797,0.918711656441718,1797.000000000003
1886,0.964212678936605,1886.000000000002
1956,1.0,1956.000000000003
